costat,curcd,datafmt,indfmt,consol,gvkey,datadate,cik,sic,fyear,act,at,che,dlc,dltt,invt,lct,lt,rect,seq,cogs,dp,ebit,ni,oibdp,sale,txt,xint,xsga,oancf,csho,prcc_f
A,USD,STD,INDL,C,018869,2022-12-31,0001576789,7370,2022,1147.7370,1758.3670,1077.1320,390.8890,739.5480,0.0000,1190.4720,2021.6090,42.0860,-263.2420,519.5860,22.8570,-280.2260,-424.8630,-257.3690,1387.6660,-42.9800,5.9410,1125.4490,37.1520,56.3050,76.830000000000
A,USD,STD,INDL,C,018869,2023-12-31,0001576789,7370,2023,1070.2050,1804.1360,965.0190,24.9810,971.3400,0.0000,789.0310,1858.6210,57.3940,-54.4850,506.5700,26.4460,8.7060,33.1370,35.1520,1561.6650,4.7020,4.8220,1019.9430,248.2460,57.1730,123.020000000000
A,USD,STD,INDL,C,018869,2024-12-31,0001576789,7370,2024,1280.4000,1913.0420,1107.1490,600.7870,369.1590,0.0000,1515.4120,1991.8280,116.9390,-78.7860,559.2440,31.1150,100.1470,138.3220,131.2620,1760.6500,13.6030,3.8640,1070.1440,497.4150,56.1080,214.550000000000
A,USD,STD,INDL,C,018870,2019-12-31,0001571636,3674,2019,0.2680,0.6670,0.2300,7.6760,0.0000,0.0000,14.0870,14.0870,0.0000,-13.4200,0.2250,0.0340,-3.5690,-13.5220,-3.5350,0.2930,0.0000,8.1180,3.6030,-4.2290,217.6410,0.061000000000
I,USD,STD,INDL,C,018872,2019-12-31,0001418091,7370,2019,7620.0750,12703.3890,6640.9140,170.4350,3118.2500,0.0000,832.4760,3999.0030,850.1840,8704.3860,672.1250,465.5490,366.1560,1465.6590,831.7050,3459.3290,-1075.5200,142.7800,1955.4990,1303.3640,779.6190,32.050000000000
I,USD,STD,INDL,C,018872,2020-12-31,0001418091,7370,2020,8637.1080,13379.0900,7474.5890,1095.5800,3388.6200,0.0000,1952.8260,5409.0080,1041.7430,7970.0820,871.2110,495.1770,176.6580,-1135.6260,671.8350,3716.3490,1084.6870,156.6780,2173.3030,992.8700,796.0000,54.150000000000
I,USD,STD,INDL,C,018872,2021-12-31,0001418091,7370,2021,7918.3700,14059.5160,6401.8220,222.3460,5324.2280,0.0000,1343.8670,6752.3170,1217.4040,7307.1990,1265.8740,544.8480,272.9620,-221.4090,817.8100,5077.4820,-189.7040,52.6860,2993.7980,632.6890,799.3840,43.220000000000
A,USD,STD,INDL,C,018874,2019-12-31,0001474167,5122,2019,21.1790,23.8800,0.2820,18.8510,1.9910,3.4750,28.2410,30.3410,9.2680,-6.4610,36.0140,0.3950,-0.2560,-3.2990,0.1390,39.6760,0.1830,1.7330,3.5230,-4.7890,12.8600,2.200000000000
A,USD,STD,INDL,C,018874,2020-12-31,0001474167,5122,2020,40.7730,43.8440,0.8510,20.4930,13.1060,3.2930,34.7930,48.0060,26.9090,-4.1620,47.3470,0.3980,2.7130,0.8210,3.1110,55.4060,0.3770,2.7950,4.9480,-11.5020,13.0700,5.100000000000
A,USD,STD,INDL,C,018874,2021-12-31,0001474167,5122,2021,40.8790,49.4290,0.2930,13.5550,15.1210,3.1470,29.9280,45.0490,30.1370,4.3800,47.9090,0.4500,-4.5340,-7.9620,-4.0840,56.2400,0.1140,3.5810,12.4150,-7.0970,17.1570,3.370000000000
A,USD,STD,INDL,C,018874,2022-12-31,0001474167,5122,2022,56.0450,68.0390,20.7650,8.3060,5.2750,3.4510,21.7490,28.3830,26.4770,39.6560,44.3910,0.1890,-7.4740,-13.8300,-7.2850,50.3480,0.7750,3.9650,13.2420,-14.8710,10.5900,4.560000000000
A,USD,STD,INDL,C,018874,2023-12-31,0001474167,5122,2023,36.6080,66.0150,3.8530,8.5380,3.8860,4.7890,24.3220,29.9720,21.9000,36.0430,49.0270,0.6140,-21.8310,-18.5430,-21.2170,53.3770,0.0000,0.8660,25.5670,-15.6360,15.8960,1.410000000000
A,USD,STD,INDL,C,018874,2024-12-31,0001474167,5122,2024,25.4610,54.3120,0.3360,9.7580,2.0610,4.3550,25.7590,29.7790,16.4150,24.5330,50.1150,1.2490,-15.2520,-16.1830,-14.0030,54.4260,0.0000,1.0120,18.3140,-7.7170,23.6030,0.669000000000
A,USD,STD,INDL,C,018875,2019-12-31,0001495932,6531,2019,78.8190,96.4520,47.0740,0.4350,0.8300,0.0000,41.9650,44.3240,28.1960,51.9670,893.4980,2.3840,-8.7790,-9.5280,-6.3950,979.9370,0.4970,,92.8340,55.1860,65.2740,11.330000000000
A,USD,STD,INDL,C,018875,2020-12-31,0001495932,6531,2020,212.2250,242.1870,127.9240,0.7460,0.0740,0.0000,96.6500,99.6000,76.9510,141.5840,1634.6850,3.9890,31.5870,31.1310,35.5760,1798.2850,0.4130,0.0000,128.0240,119.6590,70.8040,63.120000000000
A,USD,STD,FS,C,018875,2021-12-31,0001495932,6531,2021,319.3150,413.8260,,0.3110,0.7650,,186.8140,190.2930,,222.1690,,6.2480,,,,,-47.4870,0.0000,,,,33.690000000000
A,USD,STD,INDL,C,018875,2021-12-31,0001495932,6531,2021,319.3150,413.8260,175.9100,0.3110,0.7650,0.0000,186.8140,190.2930,133.4890,222.1690,3468.8910,6.2480,34.1520,81.2200,40.4000,3771.1700,-47.4870,0.0000,261.8790,246.8920,148.7650,33.690000000000
A,USD,STD,FS,C,018875,2022-12-31,0001495932,6531,2022,255.1130,381.6820,,0.1750,0.6940,,127.2990,132.6900,,247.8230,,9.8380,,,,,-10.8360,0.0000,,,,11.080000000000
A,USD,STD,INDL,C,018875,2022-12-31,0001495932,6531,2022,255.1130,381.6820,159.3830,0.1750,0.6940,0.0000,127.2990,132.6900,87.2620,247.8230,4221.4240,9.8380,5.4080,15.4420,15.2460,4598.1610,-10.8360,0.0000,361.4910,210.5350,152.8390,11.080000000000
A,USD,STD,FS,C,018875,2023-12-31,0001495932,6531,2023,266.4750,385.6680,,0.0100,0.0000,,141.6400,141.6600,,242.8390,,10.8920,,,,,-4.4620,0.0000,,,,15.520000000000
A,USD,STD,INDL,C,018875,2023-12-31,0001495932,6531,2023,266.4750,385.6680,170.8840,0.0100,0.0000,0.0000,141.6400,141.6600,85.9690,242.8390,3946.1620,10.8920,-7.2580,-8.9730,3.6340,4281.1050,-4.4620,0.0000,331.3090,209.1310,154.6690,15.520000000000
A,USD,STD,FS,C,018875,2024-12-31,0001495932,6531,2024,267.9720,390.7220,,0.0000,0.0000,,185.8530,185.8530,,204.8690,,10.2890,,,,,1.0710,0.0000,,,,11.510000000000
A,USD,STD,INDL,C,018875,2024-12-31,0001495932,6531,2024,267.9720,390.7220,168.5880,0.0000,0.0000,0.0000,185.8530,185.8530,87.6920,204.8690,4214.9880,10.2890,19.9360,-21.2670,30.2250,4567.6720,1.0710,0.0000,322.4590,191.5140,154.1330,11.510000000000
A,USD,STD,INDL,C,018878,2019-12-31,0001253689,2836,2019,162.5280,167.9700,158.2020,0.8040,2.8180,0.0000,10.9510,13.7690,0.1860,154.2010,0.0000,0.2790,-61.3890,-57.8920,-61.1100,0.0000,0.0000,0.0000,61.1100,-51.9840,43.4670,5.290000000000
A,USD,STD,INDL,C,018878,2020-12-31,0001253689,2836,2020,138.2730,142.8320,137.0350,0.8990,1.9200,0.0000,12.4280,14.6130,0.0020,128.2190,61.4020,0.2710,-51.5100,-51.0270,-51.2390,10.1630,0.0000,0.0000,,-39.2420,49.0180,3.760000000000
A,USD,STD,INDL,C,018878,2021-12-31,0001253689,2836,2021,90.7890,94.3470,90.2550,1.0010,0.9190,0.0000,11.8240,12.7430,0.0010,81.6040,64.3420,0.2650,-63.4470,-63.4270,-63.1820,1.1600,0.0000,0.0000,,-57.4890,52.3140,1.440000000000
A,USD,STD,INDL,C,018878,2022-12-31,0001253689,2836,2022,50.7150,51.8110,47.8710,0.9190,0.0000,0.0000,8.8810,8.8810,0.1440,42.9300,47.2720,0.2070,-47.4040,-46.6890,-47.1970,0.0750,0.0000,0.0000,,-46.4570,54.3780,3.030000000000
A,USD,STD,INDL,C,018878,2023-12-31,0001253689,2836,2023,43.7910,45.3160,41.7930,0.7420,0.0670,0.0000,6.8350,6.9020,0.1760,38.4140,39.1320,0.1530,-39.2750,-36.8990,-39.1220,0.0100,0.0000,0.0000,,-34.8800,64.3940,2.360000000000
A,USD,STD,INDL,C,018878,2024-12-31,0001253689,2836,2024,11.0910,11.0910,10.7200,0.0670,0.0000,0.0000,5.7780,5.7780,0.0000,5.3130,32.4740,0.0350,-32.5090,-37.8790,-32.4740,0.0000,0.0000,0.0000,,-31.0980,64.4840,0.249000000000
A,USD,STD,INDL,C,018885,2019-12-31,0001424657,4812,2019,0.1650,9.1700,0.0170,0.3690,0.0000,0.0000,3.9170,3.9170,0.0540,5.8710,0.8070,0.0010,-2.1460,-1.3200,-2.1450,0.9670,0.0000,1.0920,2.3050,-1.3150,4.6390,5.700000000000
A,USD,STD,INDL,C,018885,2020-12-31,0001424657,4812,2020,0.2960,7.5000,0.2300,1.1770,0.0890,0.0000,6.4800,6.5690,0.0540,0.9310,0.6960,1.8010,-7.7790,-8.1010,-5.9780,0.5580,0.0000,0.1080,5.8400,-1.7380,26.4760,3.350000000000
A,USD,STD,INDL,C,018885,2021-12-31,0001424657,4812,2021,6.7800,12.2580,6.6070,0.0970,0.0890,0.0000,2.7190,2.8080,0.0110,9.4500,0.4670,1.8110,-10.0400,-10.7280,-8.2290,0.5930,0.0000,0.1720,8.3550,-9.3300,14.9660,1.330000000000
A,USD,STD,INDL,C,018885,2022-12-31,0001424657,4812,2022,0.6890,1.4990,0.4660,0.1090,0.0890,0.0000,2.1340,2.2230,0.2090,-0.7240,2.5050,1.8130,-10.7550,-14.5310,-8.9420,2.9940,0.0000,,9.4310,-8.1370,19.1570,0.181700000000
A,USD,STD,INDL,C,018885,2023-12-31,0001424657,4812,2023,1.7600,4.7200,0.2050,0.0260,0.1010,0.0000,4.6890,4.7900,1.4790,-0.0700,2.7290,0.0150,-6.1090,-2.1960,-6.0940,2.3460,0.0000,,5.7110,-4.1930,2.7200,0.680000000000
A,USD,STD,INDL,C,018885,2024-12-31,0001424657,4812,2024,1.1110,1.1110,0.8150,0.9620,0.0000,0.0000,4.2810,4.2810,0.2710,-3.1700,0.7510,0.0020,-1.9760,-3.3090,-1.9740,0.6760,0.0000,0.1180,1.8990,-0.5980,2.7200,0.011000000000
A,USD,STD,INDL,C,018886,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,7.0500,24.870000000000
A,USD,STD,INDL,C,018886,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,4.6000,24.785100000000
A,USD,STD,INDL,C,018886,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,5.8750,24.650000000000
A,USD,STD,INDL,C,018886,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,4.5500,22.630000000000
A,USD,STD,INDL,C,018886,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,4.5250,23.163600000000
A,USD,STD,INDL,C,018886,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,3.4750,23.126400000000
A,USD,STD,INDL,C,018888,2019-12-31,0001723128,2834,2019,1210.2100,3665.8900,152.8220,36.9540,2729.1130,381.0670,550.4060,3319.1020,635.8930,232.0100,1039.8450,210.7030,-113.2110,-361.9170,97.4920,1626.3730,383.3310,168.2050,489.0360,1.7050,147.0700,4.820000000000
A,USD,STD,INDL,C,018888,2020-12-31,0001723128,2834,2020,1551.5390,4006.0330,347.1210,55.6800,2887.4460,490.6490,676.9020,3649.2970,674.2140,303.2710,1124.2460,239.8840,111.0810,91.0590,350.9650,1992.5230,-104.3580,145.9980,517.3120,379.0010,147.6740,4.570000000000
A,USD,STD,INDL,C,018888,2021-12-31,0001723128,2834,2021,1520.1080,3939.6640,256.7390,46.0370,2830.0190,489.3890,677.2430,3555.7840,727.7400,360.3400,1086.5770,238.1190,193.9060,10.6240,432.0250,2093.6690,11.1960,136.3250,575.0670,241.8200,149.4130,4.790000000000
A,USD,STD,INDL,C,018888,2022-12-31,0001723128,2834,2022,1411.8180,3799.3410,35.2270,104.6390,2740.4960,530.7350,752.8000,3590.4130,796.9100,298.4210,1182.6130,244.9830,184.9620,-129.9860,429.9450,2212.3040,6.6620,158.3770,599.7460,65.1000,151.4900,1.990000000000
A,USD,STD,INDL,C,018888,2023-12-31,0001723128,2834,2023,1377.8630,3472.5690,99.1070,227.6240,2522.8990,581.3840,846.5950,3411.2650,645.6600,19.7810,1338.6700,234.3720,229.0390,-83.9930,463.4110,2393.6070,8.4520,210.6290,591.5260,345.5770,306.5650,6.070000000000
A,USD,STD,INDL,C,018888,2024-12-31,0001723128,2834,2024,1587.8060,3501.4450,118.4200,340.2550,2252.8840,612.4540,1129.7710,3545.9830,808.5640,-109.2670,1532.7450,240.7740,347.4430,-116.8860,588.2170,2793.9570,18.8630,258.5950,672.9950,295.0990,309.8810,7.920000000000
A,USD,STD,INDL,C,018892,2019-12-31,0001958713,7370,2019,30.1260,32.4410,21.8290,2.4110,0.0490,0.0000,25.9470,25.9960,7.8460,6.4450,1.4010,0.5980,-3.6530,-4.0930,-3.0550,3.1730,0.0730,0.0570,4.8270,9.8420,11.2550,0.499000000000
A,USD,STD,INDL,C,018892,2020-12-31,0001958713,7370,2020,23.1120,24.4130,13.8430,2.0490,0.1030,0.0000,18.4950,18.5980,8.9900,5.8150,1.9470,0.4600,-1.5660,-0.6130,-1.1060,4.5670,0.0130,0.1630,3.7260,-7.8420,11.2710,1.480000000000
A,USD,STD,INDL,C,018892,2021-12-31,0001958713,7370,2021,2.1670,11.6540,1.5040,0.0000,0.0000,0.0000,8.8770,8.8770,0.1200,2.7770,0.0000,0.0000,-13.4450,-30.0740,-13.4450,0.1200,0.0000,0.0000,13.5650,-16.1120,14.3720,4.050000000000
A,USD,STD,INDL,C,018892,2022-12-31,0001958713,7370,2022,67.6900,67.7510,67.5010,1.5500,0.0000,0.0000,15.3440,15.3440,0.0860,52.4070,0.7830,0.0010,-0.4800,-10.3540,-0.4790,3.4040,0.2550,0.0000,3.1000,4.0790,34.9920,0.550400000000
A,USD,STD,INDL,C,018892,2023-12-31,0001958713,7370,2023,73.6920,73.6920,66.0580,0.0000,0.0000,0.0000,12.8880,12.8880,7.2390,60.8040,0.5570,0.0000,-0.8760,5.2040,-0.8760,2.1540,0.0950,0.0000,2.4730,-0.3170,69.9840,0.185800000000
A,USD,STD,INDL,C,018892,2024-12-31,0001958713,7370,2024,86.6240,86.6240,86.6240,0.0000,0.0000,0.0000,5.7250,5.7250,0.0000,80.8990,0.1920,0.0000,-0.9050,6.2970,-0.9050,0.7410,-0.3360,0.0000,1.4540,-1.3380,5.0650,3.540000000000
I,USD,STD,INDL,C,018894,2019-12-31,0001582086,6331,2019,,108.1000,0.6000,0.0000,0.0000,0.0000,,40.8000,11.3000,67.3000,,,,,,,,,,,8.7750,6.860000000000
A,USD,STD,INDL,C,018899,2019-12-31,0001438133,3845,2019,276.1410,326.1100,176.4580,6.3200,14.0630,49.0730,99.3960,131.1310,46.5850,194.9790,162.0210,6.0720,-16.7220,-24.7530,-10.6500,362.3050,0.1490,,210.9340,41.9050,59.3960,59.610000000000
A,USD,STD,INDL,C,018899,2020-12-31,0001438133,3845,2020,637.2350,716.4150,484.9360,9.4210,218.8980,63.7210,103.8520,350.1100,82.1950,366.3050,227.8590,10.4510,-7.9570,-34.3820,2.4940,498.8300,-1.9000,12.8050,268.4770,24.6690,62.3350,95.680000000000
A,USD,STD,INDL,C,018899,2021-12-31,0001438133,3845,2021,811.5200,905.1370,623.8110,9.2790,305.3890,68.5510,131.8560,472.0250,110.7250,433.1120,312.7390,13.8450,22.6530,15.5660,36.4980,702.7990,0.3350,6.0400,353.5620,111.3590,63.8330,150.520000000000
A,USD,STD,INDL,C,018899,2022-12-31,0001438133,3845,2022,849.9760,1052.7850,616.9010,13.1210,411.4560,111.1170,165.2900,612.8380,114.7170,439.9470,373.9010,14.3300,-49.3890,-94.5940,-35.0590,801.2170,1.7420,6.2080,462.3750,50.4640,64.5130,44.950000000000
A,USD,STD,INDL,C,018899,2023-12-31,0001438133,3845,2023,747.9890,952.6580,467.9120,17.0600,403.3070,157.9370,195.2580,639.0260,105.5550,313.6320,364.3130,15.7150,-137.7010,-222.6110,-121.9860,747.7180,2.3570,9.8820,505.3910,-31.8100,65.5520,29.580000000000
A,USD,STD,INDL,C,018899,2024-12-31,0001438133,3845,2024,724.4910,967.6580,438.3290,58.8780,419.4870,149.6120,247.0490,704.5600,114.5850,263.0980,434.0220,16.6070,-99.1270,-96.0250,-82.5200,940.2030,4.1550,7.4150,588.7010,24.2250,66.2640,36.020000000000
A,USD,STD,INDL,C,018902,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,31.9500,53.880000000000
A,USD,STD,INDL,C,018902,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,39.5500,53.760000000000
A,USD,STD,INDL,C,018902,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,45.6000,57.351200000000
A,USD,STD,INDL,C,018902,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,48.0000,50.410000000000
A,USD,STD,INDL,C,018902,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,41.6500,53.500000000000
A,USD,STD,INDL,C,018902,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,43.1500,54.223000000000
A,USD,STD,INDL,C,018904,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,86.4500,75.590000000000
A,USD,STD,INDL,C,018904,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,88.4000,79.880000000000
A,USD,STD,INDL,C,018904,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,101.4000,98.180000000000
A,USD,STD,INDL,C,018904,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,123.0500,89.990000000000
A,USD,STD,INDL,C,018904,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,123.6500,95.200000000000
A,USD,STD,INDL,C,018904,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,117.7000,99.550000000000
A,USD,STD,INDL,C,018907,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,5.3000,40.400000000000
A,USD,STD,INDL,C,018907,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,7.7750,40.435000000000
A,USD,STD,INDL,C,018907,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,11.1000,40.320000000000
A,USD,STD,INDL,C,018907,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,10.3750,39.985000000000
A,USD,STD,INDL,C,018907,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,14.4500,40.380000000000
A,USD,STD,INDL,C,018907,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,13.2250,40.410000000000
A,USD,STD,INDL,C,018908,2020-10-31,0001566243,7372,2020,,,,,,,,,,,,,,,,,,,,,,0.070000000000
A,USD,STD,INDL,C,018908,2021-10-31,0001566243,7372,2021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0260,0.0260,0.0000,-0.0260,0.0000,0.0000,-0.1320,-0.1320,-0.1320,0.0000,0.0000,0.0000,0.1320,-0.0220,10.3350,3.500000000000
A,USD,STD,INDL,C,018908,2022-10-31,0001566243,7372,2022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1750,0.1750,0.0000,-0.1750,0.0000,0.0000,-0.1490,-0.1490,-0.1490,0.0000,0.0000,0.0000,0.1490,0.0000,10.3350,0.240000000000
A,USD,STD,INDL,C,018908,2023-10-31,0001566243,7372,2023,1.6760,7.1480,1.4490,0.0000,0.0000,0.0000,0.2580,0.2580,0.2270,6.8900,0.0000,0.0000,0.0070,-18.5440,0.0070,0.9090,0.0000,0.0000,0.9020,-18.8560,126.1610,1.300000000000
A,USD,STD,INDL,C,018925,2019-12-31,0001429560,2836,2019,37.4880,46.9940,35.8050,5.6570,7.8040,0.0000,9.1070,16.9160,0.0000,30.0780,25.9410,0.5620,-26.4720,-24.8710,-25.9100,0.0310,0.0000,0.9310,,-23.6670,94.2140,0.840900000000
A,USD,STD,INDL,C,018925,2020-12-31,0001429560,2836,2020,119.0440,127.7390,109.4030,0.7030,7.1010,0.0000,16.5640,23.6710,0.0710,104.0680,32.0770,0.4770,-29.4850,-29.3690,-29.0080,3.0690,0.3000,0.0290,,-21.3940,160.0000,2.140000000000
A,USD,STD,INDL,C,018925,2021-12-31,0001429560,2836,2021,70.7230,80.1240,66.9230,0.7920,6.3090,2.3520,9.1860,15.4950,0.0000,64.6290,52.0640,0.4280,-51.9250,-51.5880,-51.4970,0.5670,0.0000,0.0010,,-50.1970,165.5200,0.582500000000
A,USD,STD,INDL,C,018925,2022-12-31,0001429560,2836,2022,41.0080,48.6800,38.3200,0.8990,18.8660,0.9060,8.7320,33.0810,0.0000,15.5990,55.5750,0.3820,-56.3750,-53.6700,-55.9930,-0.4180,0.0000,1.2560,,-51.4770,7.7450,1.430000000000
A,USD,STD,INDL,C,018925,2023-12-31,0001429560,2836,2023,35.2050,40.6050,32.9750,1.0120,35.2330,0.0000,7.5540,48.2620,0.0000,-7.6570,38.0790,0.3340,-35.2880,-40.2890,-34.9540,3.1250,0.3180,3.6440,,-33.0350,17.2890,0.722100000000
A,USD,STD,INDL,C,018926,2019-12-31,0001578453,4412,2019,18.1720,989.1870,16.2060,45.4820,607.6720,0.7180,64.6350,675.4800,0.1430,313.7070,31.0600,30.6800,59.9160,3.6130,90.5960,130.9010,0.0000,51.0940,9.2450,43.1770,35.4900,2.110500000000
A,USD,STD,INDL,C,018926,2020-12-31,0001578453,4412,2020,27.1200,965.8370,24.9790,45.7150,561.9660,0.8080,62.8450,629.3440,0.3840,336.4930,31.8240,31.7970,64.2640,34.0520,96.0610,137.1650,0.0000,30.2060,9.2800,68.6030,35.6130,2.500000000000
A,USD,STD,INDL,C,018926,2021-12-31,0001578453,4412,2021,51.1670,965.4810,47.0150,45.9470,516.0190,0.9090,64.9280,583.9970,1.2340,381.4840,32.2970,31.7100,64.6110,53.2600,96.3210,137.7460,0.0000,11.3160,9.1280,79.5910,36.8020,2.890000000000
A,USD,STD,INDL,C,018926,2022-12-31,0001578453,4412,2022,74.2210,947.7120,48.5980,46.2520,450.7810,0.8850,70.2700,523.7810,0.0670,423.9310,45.5240,31.8060,45.3370,54.0100,77.1430,131.6570,0.0000,-5.7440,8.9900,57.3240,36.8020,2.620000000000
A,USD,STD,INDL,C,018926,2023-12-31,0001578453,4412,2023,105.2570,908.9130,73.7520,419.5840,0.0000,0.7510,458.7610,460.6730,0.7090,448.2400,55.4000,31.9460,64.7130,35.8720,96.6590,160.4800,0.0000,33.9430,8.4210,64.3910,36.8020,2.800000000000
A,USD,STD,INDL,C,018926,2024-12-31,0001578453,4412,2024,78.1620,847.1530,68.1560,43.6440,277.0730,0.8940,83.8960,362.3520,2.3900,484.8010,38.0910,32.1510,77.4190,51.5910,109.5700,156.4030,0.0000,29.4210,8.7420,92.1580,36.7470,5.440000000000
A,USD,STD,INDL,C,018930,2019-12-31,0001503802,2836,2019,278.5700,294.9630,263.0730,1.6460,196.6470,0.3460,46.3500,245.1890,7.8620,49.7740,229.1940,0.9740,-189.2750,-199.5900,-188.3010,40.8930,0.0400,15.6470,,-190.8220,65.3700,19.170000000000
A,USD,STD,INDL,C,018930,2020-12-31,0001503802,2836,2020,276.5310,313.0500,251.7210,1.9170,202.3010,2.6440,60.2030,262.5040,12.8810,50.5460,1.7330,0.9720,-174.0420,-196.2730,-173.0700,105.8930,0.3090,27.1400,277.2300,-160.2340,73.9230,15.480000000000
A,USD,STD,INDL,C,018930,2021-12-31,0001503802,2836,2021,275.6060,305.3050,234.9640,2.3160,311.2600,4.1060,73.7180,384.9780,22.4970,-79.6730,2.6130,0.7890,-90.9160,-124.0880,-90.1270,209.8190,0.2680,26.0460,297.3330,-107.1160,75.7460,6.430000000000
A,USD,STD,INDL,C,018930,2022-12-31,0001503802,2836,2022,350.1620,358.1720,279.0310,2.8720,308.9200,4.2240,65.9080,374.8280,54.8860,-16.6560,4.5920,0.6210,-129.0020,-165.2910,-128.3810,157.0740,0.3690,24.9960,280.8630,-149.5540,113.2130,3.400000000000
A,USD,STD,INDL,C,018930,2023-12-31,0001503802,2836,2023,233.9210,240.4380,192.1030,3.3080,306.1870,3.0430,69.4790,376.6440,27.9620,-136.2060,4.4120,0.5300,-129.5400,-143.0990,-129.0100,146.0330,0.3230,23.8230,270.6310,-92.7230,114.9150,0.865000000000
A,USD,STD,INDL,C,018930,2024-12-31,0001503802,2836,2024,156.4920,164.4180,108.7420,24.8640,243.1590,4.7390,92.2640,350.4350,30.7660,-186.0170,5.6670,0.3400,-119.4430,-76.4220,-119.1030,145.2370,0.0570,37.4220,258.6730,-127.4860,126.2010,0.676300000000
A,USD,STD,INDL,C,018938,2019-12-31,0001326732,2836,2019,558.4050,670.2500,529.7820,2.1690,8.5650,0.0000,66.5580,77.0490,22.0760,593.2010,138.5780,4.2980,13.8240,26.8750,18.1220,156.7000,0.3120,,,64.3740,56.9020,34.390000000000
A,USD,STD,INDL,C,018938,2020-12-31,0001326732,2836,2020,637.6720,703.2440,603.0030,1.8890,9.7390,0.0000,121.0610,130.8000,23.9430,572.4440,193.6970,5.7940,-76.7970,-69.3330,-71.0030,122.6940,0.0000,,,-5.0040,57.8730,43.630000000000
A,USD,STD,INDL,C,018938,2021-12-31,0001326732,2836,2021,424.3680,838.2110,334.1070,0.0000,33.9690,0.0000,70.7380,104.7070,66.3840,733.5040,223.8530,7.4910,43.7670,82.6310,51.2580,275.1110,0.0000,,,-16.8530,59.3560,40.120000000000
A,USD,STD,INDL,C,018938,2022-12-31,0001326732,2836,2022,675.3420,846.2660,623.0620,4.7080,54.9260,0.0000,63.8440,118.7700,28.9970,727.4960,238.2530,8.7990,-82.4730,-55.1810,-73.6740,164.5790,0.6730,,,24.4850,59.9980,26.040000000000
A,USD,STD,INDL,C,018938,2023-12-31,0001326732,2836,2023,635.6030,965.1350,593.7250,31.1460,220.7970,0.0000,73.9150,303.0480,23.7390,661.7500,295.4790,11.4980,-132.3620,-133.1330,-120.8640,174.6150,13.6620,6.1770,,-77.9260,60.9980,21.230000000000
A,USD,STD,INDL,C,018938,2024-12-31,0001326732,2836,2024,577.6010,951.9450,497.7750,51.4560,180.4970,0.0000,87.4320,277.9190,60.8490,677.6110,276.7940,12.1070,-178.4080,-232.6180,-166.3010,110.4930,1.6170,36.6430,,-202.1880,70.2560,22.980000000000
A,USD,STD,INDL,C,018939,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,1.3000,31.110000000000
A,USD,STD,INDL,C,018939,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,11.4000,64.490000000000
A,USD,STD,INDL,C,018939,2021-12-31,,6722,2021,,,,,,,,,,,,,,,,,,,,,6.9000,57.840000000000
A,USD,STD,INDL,C,018939,2022-12-31,,6722,2022,,,,,,,,,,,,,,,,,,,,,5.2000,24.720000000000
A,USD,STD,INDL,C,018939,2023-12-31,,6722,2023,,,,,,,,,,,,,,,,,,,,,5.3000,37.710000000000
A,USD,STD,INDL,C,018939,2024-12-31,,6722,2024,,,,,,,,,,,,,,,,,,,,,3.5000,43.571600000000
A,CAD,STD,INDL,C,018941,2019-12-31,,6722,2019,,,,,,,,,,,,,,,,,,,,,47.4000,50.010000000000
A,CAD,STD,INDL,C,018941,2020-12-31,,6722,2020,,,,,,,,,,,,,,,,,,,,,45.0500,50.000000000000
