Date;BTC;LTC;XRP;DOGE;DASH;ETH;ETC;ZEC;BCH;BSV
2021-06-13;39097,8593750000;170,9308776855;0,8831599951;0,3243820071;172,7238311768;2508,3916015625;59,0566253662;133,0173034668;614,3549194336;171,0860900879
2021-06-14;40218,4765625000;172,9490966797;0,8928970098;0,3320850134;173,9277648926;2537,8911132812;59,1567420959;133,3163909912;625,3695068359;173,3247833252
2021-06-15;40406,2695312500;178,6594238281;0,8898000121;0,3283810019;175,8301239014;2610,9367675781;59,3772163391;138,3604278564;639,2045898438;173,4458618164
2021-06-16;38347,0625000000;166,4589385986;0,8319079876;0,3077610135;164,1434326172;2367,6635742188;55,2722358704;136,7660217285;593,0466308594;164,1366271973
2021-06-17;38053,5039062500;167,0556945801;0,8414379954;0,3064959943;163,8018493652;2372,0019531250;55,5352973938;142,2675018311;599,3579101562;163,3863677979
2021-06-18;35787,2460937500;156,3556365967;0,7976480126;0,2934719920;154,9570007324;2231,7331542969;52,5455017090;132,4610595703;563,2868041992;157,3546905518
2021-06-19;35615,8710937500;153,2954559326;0,7616729736;0,2873559892;152,0312957764;2178,4990234375;51,1483268738;128,6498107910;554,8967285156;155,6405181885
2021-06-20;35698,2968750000;155,0925903320;0,7763770223;0,2809000015;153,6989898682;2246,3645019531;51,1122512817;132,0488128662;557,5296020508;153,2408905029
2021-06-21;31676,6933593750;124,7864608765;0,6103879809;0,1786909997;123,2950592041;1888,4475097656;39,4281692505;101,5177230835;456,2934570312;124,6355361938
2021-06-22;32505,6601562500;119,6026840210;0,5450670123;0,1910309941;119,1628570557;1874,9500732422;36,5265693665;106,2716140747;443,7832641602;119,0789489746
2021-06-23;33723,0273437500;128,6749877930;0,6265349984;0,2321739942;126,2923507690;1989,7363281250;40,5660209656;111,2509765625;469,3756408691;128,9900817871
2021-06-24;34662,4375000000;134,4846038818;0,6719999909;0,2627820075;131,0447845459;1988,4562988281;43,0928993225;112,6333389282;486,2078857422;131,7730102539
2021-06-25;31637,7792968750;125,6877441406;0,6133229733;0,2391529977;120,7580032349;1813,2172851562;39,6257171631;100,7979583740;451,9181518555;122,8891601562
2021-06-26;32186,2773437500;126,6572570801;0,6154350042;0,2447839975;124,3798522949;1829,2392578125;40,5156440735;103,3730010986;458,7761840820;124,7224960327
2021-06-27;34649,6445312500;132,3478851318;0,6469230056;0,2644500136;127,0012130737;1978,8946533203;42,3310852051;107,1441345215;476,8872985840;130,9338989258
2021-06-28;34434,3359375000;137,3708496094;0,6437460184;0,2568570077;131,7850952148;2079,6574707031;43,3296470642;117,4223556519;500,6705627441;153,3381652832
2021-06-29;35867,7773437500;143,7029113770;0,7017250061;0,2627690136;139,9272003174;2160,7683105469;56,3016510010;125,6621017456;522,2713623047;152,3848724365
2021-06-30;35040,8359375000;144,1358337402;0,7063739896;0,2542150021;145,2664794922;2274,5476074219;57,6273078918;130,8224792480;526,2958374023;146,9085235596
2021-07-01;33572,1171875000;137,5775299072;0,6611800194;0,2445490062;138,6092224121;2113,6054687500;53,2377433777;120,7403793335;498,1935729980;146,2381286621
2021-07-02;33897,0468750000;136,9436950684;0,6567630172;0,2452639937;135,5263519287;2150,0402832031;53,7695083618;118,7611389160;496,3497619629;145,1374206543
2021-07-03;34668,5468750000;140,2796936035;0,6728879809;0,2464109957;138,6572723389;2226,1142578125;56,8317604065;116,2684020996;505,3199768066;146,4172973633
2021-07-04;35287,7812500000;144,9058532715;0,6949449778;0,2464829981;140,2721710205;2321,7241210938;56,2456588745;120,1586227417;526,4296875000;149,3193511963
2021-07-05;33746,0039062500;138,0732421875;0,6542999744;0,2316139936;132,8201599121;2198,5825195312;53,6826324463;111,4909896851;505,0554504395;141,6135253906
2021-07-06;34235,1953125000;138,9856414795;0,6654019952;0,2344219983;134,8974609375;2324,6794433594;54,7145538330;117,4628067017;511,6671142578;140,8005065918
2021-07-07;33855,3281250000;137,3712158203;0,6515750289;0,2241259962;134,5668792725;2315,1618652344;52,8104286194;118,1348342896;508,8645324707;140,3925628662
2021-07-08;32877,3710937500;132,3085021973;0,6230580211;0,2075970024;126,6030273438;2120,0263671875;49,6242942810;109,4297714233;490,9910583496;140,2183837891
2021-07-09;33798,0117187500;134,5715942383;0,6368039846;0,2198639959;128,4962615967;2146,6923828125;50,1183738708;110,9324264526;504,0629882812;139,3431854248
2021-07-10;33520,5195312500;133,9872894287;0,6254630089;0,2139199972;128,3337249756;2111,4035644531;49,1709480286;108,1525115967;497,4999694824;138,9683074951
2021-07-11;34240,1875000000;134,2458343506;0,6359350085;0,2158560008;128,3677825928;2139,6647949219;49,6904258728;110,6976699829;498,2137145996;138,2875671387
2021-07-12;33155,8476562500;133,5381317139;0,6301779747;0,2080480009;126,9986648560;2036,7210693359;47,8148078918;108,0977935791;480,8447570801;138,3806762695
2021-07-13;32702,0253906250;131,3218078613;0,6195229888;0,2000029981;123,8088455200;1940,0839843750;45,5670318604;104,0029220581;465,4149169922;137,0959472656
2021-07-14;32822,3476562500;131,0626068115;0,6203240156;0,1973239928;123,2285003662;1994,3312988281;45,6609954834;104,4497070312;467,7268371582;133,1433868408
2021-07-15;31780,7304687500;125,4915618896;0,5969409943;0,1848880053;121,9077911377;1911,1756591797;43,1637992859;99,7803573608;454,6336059570;127,9480133057
2021-07-16;31421,5390625000;121,0410537720;0,5907739997;0,1723449975;115,1160202026;1880,3829345703;41,2630462646;93,3329772949;439,7827758789;123,4934692383
2021-07-17;31533,0683593750;120,0270767212;0,5824279785;0,1861249954;116,0704040527;1898,8251953125;41,4519538879;93,1205825806;437,0375976562;123,3614578247
2021-07-18;31796,8105468750;119,5120162964;0,5879219770;0,1822330058;116,1345291138;1895,5521240234;41,9891510010;94,1238784790;439,6506042480;123,4718780518
2021-07-19;30817,8320312500;113,1648025513;0,5575559735;0,1735560000;137,5277099609;1817,2966308594;41,5075721741;89,0863113403;415,6914062500;118,6777572632
2021-07-20;29807,3476562500;107,3994827271;0,5293359756;0,1708009988;125,6597061157;1787,5107421875;39,3938865662;85,7708587646;399,5709838867;114,1850814819
2021-07-21;32110,6933593750;117,4598922729;0,5699980259;0,1903489977;138,4512786865;1990,9708251953;42,8584098816;95,0580215454;430,4355163574;122,2144622803
2021-07-22;32313,1054687500;120,7357940674;0,5922060013;0,1913029999;142,1764678955;2025,2027587891;43,4057235718;97,4372100830;442,8225708008;124,3606491089
2021-07-23;33581,5507812500;124,2494125366;0,6092240214;0,1947640032;142,8134765625;2124,7766113281;45,7872200012;97,7102737427;455,7831726074;126,1451797485
2021-07-24;34292,4453125000;126,1886749268;0,6098269820;0,1973190010;141,2073364258;2189,2187500000;49,4827613831;99,3892898560;460,1472778320;127,7837142944
2021-07-25;35350,1875000000;127,5979766846;0,6063569784;0,1978639960;139,8091125488;2191,3737792969;48,4622840881;100,4580078125;456,0246582031;128,2324371338
2021-07-26;37337,5351562500;131,3624877930;0,6256179810;0,2044190019;142,5493927002;2233,3666992188;48,5260887146;101,6187820435;482,8833007812;130,6389465332
2021-07-27;39406,9414062500;134,6178741455;0,6446040273;0,2058990002;146,0492706299;2298,3334960938;49,4544219971;102,8773345947;502,2951660156;133,5058441162
2021-07-28;39995,9062500000;139,8366088867;0,7254449725;0,2053920031;152,5147857666;2296,5454101562;49,1703987122;105,5471649170;510,1445007324;134,2086944580
2021-07-29;40008,4218750000;141,3212890625;0,7480170131;0,2046190053;164,9605102539;2380,9567871094;49,2481765747;107,7443771362;538,3031616211;138,7794952393
2021-07-30;42235,5468750000;145,7750244141;0,7521190047;0,2088209987;165,6005706787;2466,9614257812;51,0888404846;109,9016265869;552,7387084961;141,6167907715
2021-07-31;41626,1953125000;144,9332122803;0,7477859855;0,2083140016;164,2095642090;2536,2099609375;51,4157714844;111,6514587402;547,8032836914;141,7531280518
2021-08-01;39974,8945312500;140,7355346680;0,7259219885;0,2044370025;160,5591278076;2561,8520507812;50,4170112610;115,7019271851;527,8416137695;142,4174041748
2021-08-02;39201,9453125000;141,5055084229;0,7392200232;0,2036000043;161,9168243408;2610,1533203125;51,3731994629;115,4537887573;543,9884643555;145,9774932861
2021-08-03;38152,9804687500;138,2908477783;0,7127289772;0,1959670037;156,1463928223;2502,3496093750;49,3705711365;113,7391204834;536,9937133789;138,5284423828
2021-08-04;39747,5039062500;142,6230468750;0,7304880023;0,2014899999;161,3732147217;2724,6198730469;51,6117706299;118,0020141602;545,9660034180;139,6653137207
2021-08-05;40869,5546875000;143,4359741211;0,7331510186;0,2009740025;164,4180145264;2827,3288574219;52,4641799927;119,1308593750;548,5981445312;140,4652862549
2021-08-06;42816,5000000000;147,8009490967;0,7465130091;0,2046879977;166,7927856445;2890,9416503906;52,9959106445;126,7836532593;556,4429321289;145,2454528809
2021-08-07;44555,8007812500;155,8647766113;0,8162810206;0,2603409886;170,3559875488;3157,2387695312;60,5358543396;134,0394744873;583,1257324219;155,1973419189
2021-08-08;43798,1171875000;149,8477325439;0,7787389755;0,2400449961;161,6610717773;3013,7326660156;57,1590270996;123,4855957031;556,0963134766;144,8588409424
2021-08-09;46365,4023437500;166,5163574219;0,8185529709;0,2568970025;179,4449310303;3167,8562011719;59,1561126709;131,0436553955;592,4888305664;157,7111663818
2021-08-10;45585,0312500000;165,4604187012;0,8512470126;0,2573249936;175,8022003174;3141,6911621094;58,8705596924;131,8641052246;592,3838500977;153,0340881348
2021-08-11;45593,6367187500;170,9359436035;1,0125240088;0,2652629912;181,9827423096;3164,2451171875;60,8969345093;137,5276947021;621,1851196289;158,9902801514
2021-08-12;44428,2890625000;165,1310272217;0,9645490050;0,2639209926;179,9049987793;3043,4143066406;59,9780349731;133,3903808594;605,0075073242;153,9339141846
2021-08-13;47793,3203125000;183,2860870361;1,0899599791;0,2868080139;202,0102844238;3322,2116699219;64,2368011475;144,9126892090;653,9584960938;165,8663482666
2021-08-14;47096,9453125000;182,7112731934;1,2804119587;0,2931129932;199,1013031006;3265,4433593750;67,0828247070;144,7413330078;689,1148681641;165,6859741211
2021-08-15;47047,0039062500;184,9042968750;1,2881599665;0,3414410055;215,1695251465;3310,5041503906;74,8968505859;154,4131774902;703,1863403320;172,3546905518
2021-08-16;46004,4843750000;178,8544921875;1,1909929514;0,3207150102;202,0932769775;3156,5095214844;69,3863296509;150,7583770752;675,8545532227;166,8246154785
2021-08-17;44695,3593750000;168,8426361084;1,0981990099;0,2994419932;194,6039123535;3014,8459472656;62,9450035095;141,5625457764;638,8012695312;158,1241912842
2021-08-18;44801,1875000000;167,3966064453;1,1460969448;0,3037390113;210,2215270996;3020,0898437500;64,0530242920;141,3458557129;634,4328613281;156,0757751465
2021-08-19;46717,5781250000;175,4934082031;1,2328419685;0,3171440065;220,0214843750;3182,7021484375;66,9954147339;147,0773010254;658,8883056641;159,7541961670
2021-08-20;49339,1757812500;183,6285247803;1,2632219791;0,3274909854;232,8253784180;3286,9353027344;70,0315170288;153,7036285400;693,6816406250;171,6987915039
2021-08-21;48905,4921875000;179,7361450195;1,2164729834;0,3167969882;237,3993072510;3226,0839843750;67,5376358032;155,7498626709;676,0634155273;167,9105377197
2021-08-22;49321,6523437500;186,3130950928;1,2277220488;0,3149630129;255,0361785889;3242,1154785156;67,5155181885;160,0013885498;672,6182861328;165,8867340088
2021-08-23;49546,1484375000;187,1064300537;1,2472699881;0,3179140091;270,2229003906;3319,2573242188;68,2385025024;165,1527099609;677,7103271484;168,2239227295
2021-08-24;47706,1171875000;173,5768127441;1,1373519897;0,2887389958;248,4403839111;3172,4562988281;62,9088554382;155,4867248535;637,4052734375;160,3913116455
2021-08-25;48960,7890625000;177,6032257080;1,1725289822;0,2922259867;264,0304870605;3224,9152832031;63,6459541321;163,5309600830;649,3145141602;164,6107635498
2021-08-26;46942,2187500000;168,0855865479;1,0752660036;0,2689090073;232,4397735596;3100,3254394531;59,7871360779;144,1307983398;607,3994750977;155,3291931152
2021-08-27;49058,6679687500;175,9844055176;1,1884729862;0,2944329977;242,2235717773;3270,6008300781;64,1227493286;152,1480407715;635,2657470703;161,5417938232
2021-08-28;48902,4023437500;175,4540863037;1,1455049515;0,2856290042;236,4953460693;3244,4033203125;64,2388076782;150,4859771729;647,2998046875;177,1996765137
2021-08-29;48829,8320312500;174,7042236328;1,1408319473;0,2811250091;225,5711517334;3227,0026855469;63,4412803650;148,4080657959;660,1724853516;195,9171447754
2021-08-30;47054,9843750000;167,4246673584;1,1014349461;0,2721250057;216,5446319580;3224,3742675781;61,7724533081;140,9023590088;631,6580200195;173,0208587646
2021-08-31;47166,6875000000;171,6592254639;1,1875929832;0,2784529924;223,8780517578;3433,7326660156;63,9284095764;143,9967651367;636,7659912109;169,1644744873
2021-09-01;48847,0273437500;180,9721679688;1,2348890305;0,2944009900;238,9597778320;3834,8281250000;68,9663848877;151,4566192627;656,8170776367;171,7679748535
2021-09-02;49327,7226562500;183,6172485352;1,2563240528;0,2959550023;239,1247558594;3790,9899902344;67,7418136597;150,7604217529;664,8388671875;168,3143005371
2021-09-03;50025,3750000000;212,9659729004;1,2914350033;0,2962729931;247,5265808105;3940,6147460938;69,9587783813;156,4354705811;712,8183593750;176,6156616211
2021-09-04;49944,6250000000;212,3584594727;1,2557790279;0,2993879914;251,7869415283;3887,8283691406;68,8605041504;160,4178009033;709,5724487305;198,7162475586
2021-09-05;51753,4101562500;231,3339843750;1,3054980040;0,3145270050;263,6717224121;3952,1335449219;73,5952987671;172,6782379150;764,1975708008;196,2144317627
2021-09-06;52633,5351562500;219,5257720947;1,3894129992;0,3087649941;255,4698333740;3928,3793945312;73,5801239014;170,9903869629;784,3664550781;194,7419738770
2021-09-07;46811,1289062500;178,1143951416;1,1250989437;0,2537440062;206,5600891113;3426,3942871094;59,1869735718;135,7981719971;672,2505493164;158,6387939453
2021-09-08;46091,3906250000;179,7246704102;1,1007200480;0,2571130097;201,6989288330;3497,3151855469;58,6178398132;135,3117675781;662,1929931641;155,8577423096
2021-09-09;46391,4218750000;180,3768005371;1,0894010067;0,2525959909;202,4326629639;3427,3400878906;58,9297904968;137,4116973877;661,2267456055;156,4656372070
2021-09-10;44883,9101562500;174,2960357666;1,0572669506;0,2399819940;193,1383819580;3211,5058593750;56,3765258789;128,1282958984;629,4200439453;156,5926818848
2021-09-11;45201,4570312500;178,6885681152;1,0799059868;0,2414319962;194,0475006104;3270,2780761719;57,1356201172;128,5139312744;635,8800659180;155,4788208008
2021-09-12;46063,2695312500;183,2344818115;1,1196360588;0,2506169975;203,8741607666;3410,1345214844;58,1789703369;131,3738250732;647,3294677734;156,7489318848
2021-09-13;44963,0742187500;179,4839477539;1,0646779537;0,2359060049;196,5174865723;3285,5117187500;55,7854118347;127,4809494019;615,1316528320;157,4129486084
2021-09-14;47092,4921875000;183,1390686035;1,0965739489;0,2407090068;205,4199981689;3429,1696777344;57,1134872437;133,5610198975;639,9652099609;160,2131195068
2021-09-15;48176,3476562500;189,2394104004;1,1213530302;0,2476969957;208,8966522217;3615,2827148438;59,1885795593;139,9447479248;652,4776611328;157,3181915283
2021-09-16;47783,3593750000;185,5380706787;1,0914980173;0,2425550073;208,3681793213;3571,2949218750;58,0561866760;137,9544219971;639,5713500977;156,2901153564
2021-09-17;47267,5195312500;179,6840820312;1,0655980110;0,2399300039;198,4821624756;3398,5388183594;56,6625785828;134,1134338379;620,5578613281;159,0575866699
2021-09-18;48278,3632812500;181,3088684082;1,0756679773;0,2413859963;199,4060363770;3432,0183105469;57,2850265503;138,6254882812;630,2152709961;157,1176605225
2021-09-19;47260,2187500000;175,7406005859;1,0484280586;0,2331420034;192,9363403320;3329,4479980469;55,3370857239;133,5663757324;609,2835083008;162,2528686523
2021-09-20;42843,8007812500;156,4640197754;0,9171519876;0,2070710063;168,9634704590;2958,9934082031;48,9272651672;118,1382064819;540,8760986328;135,1002960205
2021-09-21;40693,6757812500;148,3898773193;0,8763290048;0,2010270059;157,1227874756;2764,4311523438;45,7730064392;111,4845886230;504,0189514160;138,1844024658
2021-09-22;43574,5078125000;161,4120025635;1,0040760040;0,2248580009;175,7611694336;3077,8679199219;51,3175468445;121,4758834839;547,6450805664;146,9563140869
2021-09-23;44895,0976562500;163,8183441162;1,0020400286;0,2248319983;184,5865478516;3155,5236816406;51,3821678162;122,5619277954;552,3037719727;146,6644439697
2021-09-24;42839,7500000000;152,2317352295;0,9459239841;0,2094510049;165,6408996582;2931,6691894531;47,7083511353;110,6907424927;513,6057739258;134,4101562500
2021-09-25;42716,5937500000;151,1814575195;0,9413419962;0,2086399943;164,4668273926;2925,5656738281;47,4291305542;110,6459579468;517,8965454102;134,7538757324
2021-09-26;43208,5390625000;150,6408691406;0,9447209835;0,2049620003;162,0296478271;3062,2653808594;47,1963005066;111,1703643799;503,6674194336;129,5789184570
2021-09-27;42235,7304687500;145,3495788574;0,9236850142;0,2002619952;153,9977722168;2934,1389160156;45,4668273926;104,6549072266;489,0119323730;127,6989212036
2021-09-28;41034,5429687500;140,5971221924;0,8936889768;0,1968040019;147,2743377686;2807,2966308594;45,0356674194;100,7252120972;474,5220031738;124,6066131592
2021-09-29;41564,3632812500;144,9186248779;0,9283490181;0,1988759935;152,7433776855;2853,1433105469;45,5958747864;103,6348800659;485,4199829102;126,8760757446
2021-09-30;43790,8945312500;153,1479949951;0,9526360035;0,2042440027;165,9430999756;3001,6789550781;46,9760513306;107,0044937134;502,5036315918;129,4089965820
2021-10-01;48116,9414062500;166,1322021484;1,0426239967;0,2230100036;176,8180694580;3307,5161132812;51,9237289429;114,8140487671;543,3027343750;139,6716918945
2021-10-02;47711,4882812500;169,2589263916;1,0386749506;0,2191330045;177,8158111572;3391,6943359375;53,3903007507;114,4416122437;552,6283569336;139,3317565918
2021-10-03;48199,9531250000;170,6099700928;1,0551700592;0,2217479944;177,9545745850;3418,3586425781;53,7169265747;118,7341308594;570,4993286133;145,0488433838
2021-10-04;49112,9023437500;167,5401458740;1,0430040359;0,2408519983;173,8440399170;3380,0891113281;52,5148696899;116,6874084473;551,5970458984;144,7346496582
2021-10-05;51514,8125000000;173,8910827637;1,0855029821;0,2520160079;182,5448913574;3518,5185546875;54,4089851379;123,1569976807;594,0425415039;154,9594116211
2021-10-06;55361,4492187500;178,7056732178;1,0776560307;0,2551339865;185,4502410889;3580,5620117188;54,8997421265;125,4667282104;618,7408447266;152,2515106201
2021-10-07;53805,9843750000;178,7717285156;1,0680259466;0,2429230064;188,9953765869;3587,9748535156;54,3105392456;125,3400344849;612,1567382812;184,3339233398
2021-10-08;53967,8476562500;175,9723815918;1,0628910065;0,2438510060;189,4644470215;3563,7592773438;53,6665382385;123,4819107056;595,7726440430;176,5225067139
2021-10-09;54968,2226562500;179,6586608887;1,1599260569;0,2465959936;193,0577697754;3575,7167968750;55,5943984985;127,3066482544;614,4834594727;179,8988342285
2021-10-10;54771,5781250000;175,3185729980;1,1384530067;0,2298049927;183,0681610107;3425,8527832031;53,0441284180;119,8288726807;586,6426391602;173,8834228516
2021-10-11;57484,7890625000;179,4260559082;1,1378879547;0,2315029949;183,1087341309;3545,3540039062;54,0227279663;119,6717910767;601,8111572266;179,0371398926
2021-10-12;56041,0585937500;172,7977600098;1,1018589735;0,2262420058;180,8119201660;3492,5732421875;52,7818946838;116,1693115234;587,4494628906;169,7019653320
2021-10-13;57401,0976562500;177,6283264160;1,1283919811;0,2325720042;183,5287017822;3606,2016601562;53,3918800354;119,4036483765;594,5084838867;171,9494934082
2021-10-14;57321,5234375000;180,1183929443;1,1323159933;0,2322729975;186,2261199951;3786,0141601562;54,4401168823;121,4933853149;597,6168212891;172,3947906494
2021-10-15;61593,9492187500;188,8141326904;1,1405500174;0,2337819934;193,5544586182;3862,6347656250;54,3261909485;126,1004943848;624,5038452148;173,1269683838
2021-10-16;60892,1796875000;186,1893005371;1,1350959539;0,2372920066;190,2845306396;3830,3820800781;54,0927238464;126,1134643555;626,3204956055;171,7786712646
2021-10-17;61553,6171875000;183,7305297852;1,0934679508;0,2378980070;186,2849426270;3847,1044921875;53,0695228577;137,5405426025;611,6915283203;169,1285095215
2021-10-18;62026,0781250000;185,5567474365;1,0838420391;0,2472810000;186,8433074951;3748,7602539062;52,4885139465;140,8866119385;611,1658325195;168,2514648438
2021-10-19;64261,9921875000;188,9398193359;1,0920799971;0,2457879931;193,9106292725;3877,6508789062;52,9283638000;144,4031372070;619,0848999023;170,4859466553
2021-10-20;65992,8359375000;206,8707885742;1,1423280239;0,2540929914;201,2010955811;4155,9921875000;55,5173301697;149,5706939697;644,3960571289;176,1342926025
2021-10-21;62210,1718750000;196,8691864014;1,0893150568;0,2423910052;196,7230224609;4054,3227539062;55,4262619019;155,0114746094;623,7405395508;170,7986450195
2021-10-22;60692,2656250000;190,8222808838;1,0883740187;0,2442210019;195,1038970947;3970,1818847656;54,5558891296;164,3713378906;623,5930786133;170,9129028320
2021-10-23;61393,6171875000;196,3095092773;1,0944969654;0,2517330050;197,8026275635;4171,6635742188;55,9494247437;173,6421508789;629,4553833008;172,5839385986
2021-10-24;60930,8359375000;190,9056854248;1,0842829943;0,2770479918;202,8923492432;4087,9030761719;55,0438423157;173,7440032959;617,8567504883;172,5368347168
2021-10-25;63039,8242187500;195,2995605469;1,0951579809;0,2647069991;208,0602416992;4217,8769531250;55,3660888672;170,1130065918;621,6943359375;172,3366699219
2021-10-26;60363,7929687500;197,4688720703;1,1080930233;0,2557319999;198,6298828125;4131,1020507812;54,1588172913;161,3492279053;611,6384887695;171,8354339600
2021-10-27;58482,3867187500;179,3341217041;0,9954519868;0,2376900017;174,7181396484;3930,2573242188;48,7482795715;147,0584564209;549,0943603516;154,3390045166
2021-10-28;60622,1367187500;189,9776306152;1,0588200092;0,3004469872;182,9160156250;4287,3188476562;52,2764701843;159,1753540039;579,4688720703;162,5881042480
2021-10-29;62227,9648437500;196,3447113037;1,0815030336;0,2878530025;187,7385864258;4414,7465820312;53,6726646423;162,0055847168;593,5192871094;165,8844757080
2021-10-30;61888,8320312500;190,4823455811;1,0839489698;0,2683449984;183,8936614990;4325,6503906250;52,8174591064;153,1367950439;584,8463745117;161,9985961914
2021-10-31;61318,9570312500;191,8163757324;1,1132470369;0,2802439928;192,5885467529;4288,0742187500;54,3254508972;166,8091278076;596,2386474609;165,5103607178
2021-11-01;61004,4062500000;197,5549926758;1,0928670168;0,2717280090;189,6161193848;4324,6269531250;53,7966003418;169,2660675049;587,6728515625;164,6059570312
2021-11-02;63226,4023437500;200,7246856689;1,1361960173;0,2731209993;200,0105438232;4584,7988281250;55,1384582520;171,6637268066;598,3413696289;169,3746795654
2021-11-03;62970,0468750000;207,1101379395;1,2087960243;0,2694070041;201,4314727783;4607,1938476562;55,5268249512;168,2142181396;611,1063232422;169,8624725342
2021-11-04;61452,2304687500;202,9679870605;1,2020030022;0,2632800043;199,1744537354;4537,3242187500;53,7712135315;163,5507049561;596,4094848633;172,0471496582
2021-11-05;61125,6757812500;199,5379333496;1,1615329981;0,2614650130;195,0029602051;4486,2431640625;53,2510986328;163,1602630615;598,8560180664;174,3717041016
2021-11-06;61527,4804687500;197,8663635254;1,1524540186;0,2618980110;191,3132324219;4521,5810546875;52,8592224121;159,7012329102;589,2490234375;169,1115112305
2021-11-07;63326,9882812500;202,0513153076;1,2175339460;0,2663150132;194,0937194824;4620,5546875000;53,8967971802;164,2326660156;600,8812866211;169,2592010498
2021-11-08;67566,8281250000;228,6961975098;1,2823770046;0,2823590040;212,0159759521;4812,0874023438;56,4327468872;170,9682312012;638,9419555664;177,8011627197
2021-11-09;66971,8281250000;262,9067077637;1,2589299679;0,2735260129;234,6528320312;4735,0688476562;60,8314819336;198,8115997314;716,3186035156;192,7834930420
2021-11-10;64995,2304687500;261,2629699707;1,1933729649;0,2557089925;217,7521820068;4636,1743164062;56,7679595947;180,0124053955;666,6940307617;180,1154785156
2021-11-11;64949,9609375000;263,0867004395;1,2183640003;0,2611669898;233,6813659668;4730,3842773438;56,8824653625;205,4046173096;676,9935913086;176,9573211670
2021-11-12;64155,9414062500;251,5583648682;1,1893550158;0,2594139874;221,6092071533;4667,1152343750;55,5506973267;201,4161834717;668,2821655273;172,8823699951
2021-11-13;64469,5273437500;258,0932006836;1,1919380426;0,2617059946;229,1707153320;4651,4604492188;56,3647727966;199,5864410400;666,9558105469;174,5619354248
2021-11-14;65466,8398437500;278,0075073242;1,1885969639;0,2629120052;228,8664398193;4626,3588867188;56,1607093811;201,5500030518;678,7428588867;178,2216796875
2021-11-15;63557,8710937500;262,7633972168;1,1713709831;0,2565290034;223,9327239990;4557,5039062500;54,7888412476;195,1506805420;665,6408081055;173,7631072998
2021-11-16;60161,2460937500;230,5994262695;1,0909340382;0,2372490019;198,8208312988;4216,3652343750;50,9201698303;165,9653167725;599,5039672852;163,1069030762
2021-11-17;60368,0117187500;229,5041046143;1,0962909460;0,2374870032;189,3468170166;4287,5937500000;51,2512626648;159,0356750488;595,5667724609;163,3936614990
2021-11-18;56942,1367187500;204,4229125977;1,0419540405;0,2213830054;175,6433258057;4000,6508789062;48,4472656250;147,8946228027;554,8060302734;149,8052978516
2021-11-19;58119,5781250000;218,1385803223;1,0914920568;0,2331099957;189,4213256836;4298,3066406250;50,7518882751;158,9382171631;575,6010131836;155,3195648193
2021-11-20;59697,1953125000;227,0796051025;1,0976459980;0,2330240011;193,7332305908;4409,9311523438;51,0465583801;179,2556915283;584,3694458008;158,0451507568
2021-11-21;58730,4765625000;221,7719421387;1,0601730347;0,2263280004;207,7373504639;4269,7329101562;50,5678825378;229,9307098389;575,9271850586;160,6053619385
2021-11-22;56289,2890625000;209,1580200195;1,0366220474;0,2196760029;197,0376281738;4088,4577636719;48,6156425476;205,8659973145;557,3172607422;154,5822753906
2021-11-23;57569,0742187500;216,3889770508;1,0670570135;0,2265120000;187,5027770996;4340,7636718750;49,5735473633;217,4390563965;571,2039794922;155,8264160156
2021-11-24;56280,4257812500;209,8065948486;1,0420750380;0,2218250036;189,7861022949;4239,9814453125;48,3655548096;247,2908630371;559,1209716797;153,1304321289
2021-11-25;57274,6796875000;215,6349792480;1,0318880081;0,2163259983;205,8213806152;4274,7431640625;48,1926651001;276,6191406250;612,6768188477;156,2216949463
2021-11-26;53569,7656250000;194,8746490479;0,9363499880;0,2008869946;182,5073089600;4030,9089355469;46,5004196167;245,6830139160;555,8290405273;144,9550170898
2021-11-27;54815,0781250000;195,1744232178;0,9471579790;0,2053470016;182,7492523193;4096,9121093750;46,8567962646;243,8686676025;563,3384399414;145,8266143799
2021-11-28;57248,4570312500;199,3542175293;0,9687510133;0,2074719965;178,6663818359;4294,4536132812;47,5231628418;241,4059753418;568,3361816406;151,3834838867
2021-11-29;57806,5664062500;205,8702087402;0,9919610023;0,2151750028;182,0981903076;4445,1049804688;48,2832832336;246,5370025635;576,1217651367;151,8622436523
2021-11-30;57005,4257812500;208,0145416260;0,9987540245;0,2147150040;179,6496429443;4631,4790039062;48,3756904602;220,5821685791;570,5296630859;150,0923919678
2021-12-01;57229,8281250000;208,9712524414;0,9909300208;0,2094870061;178,5740661621;4586,9902343750;47,8916244507;229,6040802002;571,0568847656;148,3392333984
2021-12-02;56477,8164062500;203,4896240234;0,9723119736;0,2097260058;175,8801727295;4511,3022460938;47,0641555786;225,2741699219;561,4506225586;148,4510955811
2021-12-03;53598,2460937500;188,0997161865;0,9222440124;0,1999929994;167,4739074707;4220,7060546875;44,8830070496;206,1760864258;532,3550415039;141,4825744629
2021-12-04;49200,7031250000;163,0527038574;0,8470289707;0,1788530052;142,4061431885;4119,5874023438;39,4139060974;187,4963378906;473,8507995605;129,9614105225
2021-12-05;49368,8476562500;156,4097900391;0,8055949807;0,1712550074;134,7105102539;4198,3227539062;38,8378486633;182,4995880127;453,4902648926;121,1891479492
